,code,geocode,name,lat,lng,prov_id,tambon_name,amphoe_name,province_name,basin,name_e,tambon_name_e,amphoe_name_e,province_name_e,wl_offset,station_type,left_bank,right_bank,ground_level,rid_critical_level
39,CHM003,501005.0,แม่อาย,20.06152,99.36226,50.0,ท่าตอน,แม่อาย,เชียงใหม่,แม่น้ำกก,Chiang Mai 3,Tha Ton,Mae Ai,Chiang Mai,0.0,W,450.643,449.753,439.91,
40,CHM004,500401.0,เชียงดาว,19.36731,98.96883,50.0,เชียงดาว,เชียงดาว,เชียงใหม่,แม่น้ำปิง,Chiang Mai 4,Chiang Dao,Chiang Dao,Chiang Mai,0.0,W,381.849,382.589,378.799,
41,CHM005,500601.0,แม่แตง,19.12229,98.94451,50.0,สันมหาพน,แม่แตง,เชียงใหม่,แม่น้ำปิง,Chiang Mai 5,San Maha Phon,Mae Taeng,Chiang Mai,0.0,W,336.264,336.284,329.0,
42,CHM006,500204.0,จอมทอง,18.42321,98.69834,50.0,ข่วงเปา,จอมทอง,เชียงใหม่,แม่น้ำปิง,Chiang Mai 6,Khuang Pao,Chom Thong,Chiang Mai,0.0,W,277.206,277.253,267.778,
43,CHM007,500905.0,ฝาง,19.85577,99.19542,50.0,แม่สูน,ฝาง,เชียงใหม่,แม่น้ำกก,Chiang Mai 7,Mae Soon,Fang,Chiang Mai,0.0,W,474.177,474.495,467.726,
44,CHN001,220107.0,เมืองจันทบุรี,12.6136,102.114,22.0,จันทนิมิต,เมืองจันทบุรี,จันทบุรี,ชายฝั่งทะเลตะวันออก,Chanthaburi 1,Chathanimit,Mueang Chanthaburi,Chantaburi,0.0,W,3.4119,3.3409,-2.062,
45,CHN002,221001.0,เขาคิชฌกูฏ,12.7939,102.113,22.0,ชากไทย,เขาคิชฌกูฏ,จันทบุรี,ชายฝั่งทะเลตะวันออก,Khao Khitchakut,Sak Thai,Khao Khitchakut,Chantaburi,0.0,W,16.862,16.619,10.019,
46,CHN004,220801.0,แก่งหางแมว,12.98686,101.89969,22.0,แก่งหางแมว,แก่งหางแมว,จันทบุรี,ชายฝั่งทะเลตะวันออก,Kaeng Hang Maeo,Kaeng Hang Maeo,Kaeng Hang Maeo,Chantaburi,0.0,W,26.6001,24.9611,86.46164426877469,
47,CHN005,220906.0,นายายอาม,12.72249,101.95608,22.0,วังใหม่,นายายอาม,จันทบุรี,ชายฝั่งทะเลตะวันออก,Na Yai Am,Wang Mai,Na Yai Am,Chantaburi,0.0,W,7.2559,4.2759,86.46164426877469,
48,CHR001,570116.0,เมืองเชียงราย,19.826335,99.778917,57.0,ป่าอ้อดอนชัย,เมืองเชียงราย,เชียงราย,แม่น้ำกก,Chaing Rai 1,Pa O Don Chai,Mueang Chiang Rai,Chiang Rai,0.0,W,404.204,404.562,399.85,
49,CHR002,570401.0,เทิง,19.68827,100.18742,57.0,เวียง,เทิง,เชียงราย,แม่น้ำโขง,Chaing Rai 2,Vieng,Toen,Chiang Rai,0.0,W,366.973,366.012,358.091,
50,CHR003,570701.0,แม่จัน,20.15759,99.85955,57.0,แม่จัน,แม่จัน,เชียงราย,แม่น้ำโขง,Chaing Rai 3,Mae Chan,Mae Chan,Chiang Rai,0.0,W,411.658,411.532,405.604,
51,CHR004,571001.0,แม่สรวย,19.6524,99.53796,57.0,แม่สรวย,แม่สรวย,เชียงราย,แม่น้ำกก,Chaing Rai 4,Mae Suai,Mae Suai,Chiang Rai,0.0,W,455.329,455.916,450.183,
52,CHR005,570806.0,สะพานโยนกนาคนคร,20.21965,100.12104,57.0,โยนก,เชียงแสน,เชียงราย,แม่น้ำกก,Chaing Rai 5,Wiang,Chiang Saen,Chiang Rai,0.0,W,362.887,362.962,352.287,
53,CMP001,860109.0,เมืองชุมพร,10.57456,99.14567,86.0,หาดพันไกร,เมืองชุมพร,ชุมพร,ภาคใต้ฝั่งตะวันออก,Chumphon 1,Hat Phan Krai,Mueang Chomphon,Chumphon,0.0,W,8.133,8.787,-0.749,
54,CMP002,860402.0,หลังสวน,9.95334,99.06411,86.0,ขันเงิน,หลังสวน,ชุมพร,ภาคใต้ฝั่งตะวันออก,Luang Suan,Kan Ngoen,Luang Suan,Chumphon,0.0,W,4.761,4.148,-3.609,
55,CPY001,600101.0,สะพานเดชาติวงศ์,15.6886,100.124,60.0,ปากน้ำโพ,เมืองนครสวรรค์,นครสวรรค์,แม่น้ำเจ้าพระยา,Chao Phraya 1,Pak Nam Pho,Mueang Nakhon Sawan,Nakhon Sawan,0.0,W,26.45,25.72,16.14,
56,CPY002,601008.0,พยุหะคีรี,15.42675,100.13473,60.0,ท่าน้ำอ้อย,พยุหะคีรี,นครสวรรค์,แม่น้ำเจ้าพระยา,Chao Phraya 2,Tha Nam Oi,Phayuha Khiri,Nakhon Sawan,0.0,W,21.44,21.39,9.093,
57,CPY003,180202.0,ปตร.มโนรมย์,15.32767,100.10909,18.0,วัดโคก,มโนรมย์,ชัยนาท,แม่น้ำเจ้าพระยา,Chao Phraya 3,Wa Khok,Manorom,Chai Nat,0.0,W,18.214,18.648,12.193,
58,CPY004,180107.0,สะพานธรรมจักร(วัดธรรมามูล),15.250484,100.08331,18.0,ธรรมามูล,เมืองชัยนาท,ชัยนาท,แม่น้ำเจ้าพระยา,Chao Phraya 4,Thammamum,Mueang Chai Nat,Chai Nat,0.0,W,18.98,17.08,-0.827,
59,CPY005,180405.0,สรรพยา,15.109499,100.268555,18.0,โพนางดำออก,สรรพยา,ชัยนาท,แม่น้ำเจ้าพระยา,Chao Phraya 5,Pho Nang Dam Ok,Sapphaya,Chai Nat,0.0,W,15.14,15.24,3.411,
60,CPY006,170601.0,อินทร์บุรี,15.00595,100.3309,17.0,อินทร์บุรี,อินทร์บุรี,สิงห์บุรี,แม่น้ำเจ้าพระยา,Chao Phraya 6,In Buri,In Buri,Sing Buri,0.0,W,13.19,12.56,2.438,
61,CPY007,170402.0,พรหมบุรี,14.7909136,100.4518272,17.0,พรหมบุรี,พรหมบุรี,สิงห์บุรี,แม่น้ำเจ้าพระยา,Chao Phraya 7,Phrom Buri,Phrom Buri,Sing Buri,0.0,W,10.2,11.3,-1.85,
62,CPY008,150102.0,เมืองอ่างทอง,14.57619,100.44869,15.0,บางแก้ว,เมืองอ่างทอง,อ่างทอง,แม่น้ำเจ้าพระยา,Chao Phraya 8,Bang Kaeo,Mueang Ang Thong,Ang Thong,0.0,W,9.05,9.41,-1.365,
63,CPY009,140513.0,คลองโผงเผง,14.41581,100.44073,14.0,บางหลวงโดด,บางบาล,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 9,Bang Luang Dot,Bang Ban,Phra Nakhon Si Ayutthaya,0.0,W,4.316,4.536,-5.407,4.6
64,CPY010,140503.0,คลองบางบาล,14.423129,100.481881,14.0,ไทรน้อย,บางบาล,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 10,Sai Noi,Bang Ban,Phra Nakhon Si Ayutthaya,0.0,W,4.92,4.85,-2.002,
65,CPY011,140108.0,พระนครศรีอยุธยา,14.369151,100.528514,14.0,ภูเขาทอง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 11,Phu Khao Thong,Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,0.0,W,3.87,3.42,-3.929,4.58
66,CPY012,140618.0,บางปะอิน,14.304666,100.566393,14.0,ขนอนหลวง,บางปะอิน,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 12,Khanon Luang,Bang Pa-in,Phra Nakhon Si Ayutthaya,0.0,W,2.24,3.48,-4.208,2.98
67,CPY013,140421.0,บางไทร,14.1187,100.535426,14.0,โพแตง,บางไทร,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 13,Pho Taeng,Bang Sai,Phra Nakhon Si Ayutthaya,0.0,W,2.49,2.31,-10.18,2.49
68,CPY014,120603.0,สะพานนวลฉวี,13.915725,100.494031,12.0,บ้านใหม่,ปากเกร็ด,นนทบุรี,แม่น้ำเจ้าพระยา,Chao Phraya 14,Ban Mai,Pak Kret,Nonthaburi,0.0,W,3.03,2.27,-13.373,
69,CPY015,101506.0,สะพานกรุงเทพ,13.700918,100.49204,10.0,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Chao Phraya 15,Dao Khanong,Thon Buri,Bangkok,0.0,W,2.58,2.78,-7.94,
70,CPY016,141003.0,คลองพระยาบรรลือ,14.16493,100.30735,14.0,สามเมือง,ลาดบัวหลวง,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 16,Sam Mueang,Lat Bua Luang,Phra Nakhon Si Ayutthaya,0.0,W,4.055,4.055,-1.051,
71,CPY017,141217.0,เสนา,14.3197504,100.3795456,14.0,เจ้าเสด็จ,เสนา,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Sena,Chao Saded,Sena,Phra Nakhon Si Ayutthaya,0.0,W,3.831,3.802,-3.016,
72,DIV001,640702.0,คลองผันน้ำยม-น่าน1,17.366183,99.8437,64.0,ในเมือง,สวรรคโลก,สุโขทัย,แม่น้ำยม,Yom-Nan1,Nai Mueang,  Sawankhalok,Sukhothai,0.0,W,61.504,62.326,53.43,
73,DIV002,650602.0,คลองผันน้ำยม-น่าน2,16.954011,100.121299,65.0,ท่าช้าง,พรหมพิราม,พิษณุโลก,แม่น้ำยม,Yom-Nan2,Tha Chang,Phrom Phiram,Phitsanulok,0.0,W,44.43,43.45,37.49,
74,DIV003,530705.0,คลองผันน้ำยม-น่าน3,17.292606,100.077617,53.0,คอรุม,พิชัย,อุตรดิตถ์,แม่น้ำน่าน,Yom-Nan 3,Kho Rum,Phichai,Uttaradit,0.0,W,53.36,52.76,43.78,
75,DIV004,650120.0,คลองผันน้ำยม-น่าน4,16.67178,100.24578,65.0,งิ้วงาม,เมืองพิษณุโลก,พิษณุโลก,แม่น้ำยม,Yom-Nan4,Ngio Ngam,Mueang Phitsanulok,Phitsanulok,0.0,W,43.42,43.5,34.87,
76,DIV005,620110.0,ท่อทองแดง1,16.497095,99.519492,62.0,หนองปลิง,เมืองกำแพงเพชร,กำแพงเพชร,แม่น้ำปิง,Tor Thong Daeng1,Nong Pling,Mueang Kamphaeng Phet,Kamphaeng Phet,0.0,W,77.64,77.94,73.42,
77,DIV006,640308.0,ท่อทองแดง2,16.825629,99.812738,64.0,หนองกระดิ่ง,คีรีมาศ,สุโขทัย,แม่น้ำยม,Tor Thong Daeng 2,Nong Krading,Khiri Mat,Sukhothai,0.0,W,47.09,47.04,43.15,
78,DNP004,560603.0,สะพานน้ำเงิน,19.2289,100.326,56.0,ออย,ปง,พะเยา,แม่น้ำยม,Nam Nguen Bridge,Oi,Pong,Phayao,0.0,W,313.952,313.08,309.6,
79,DNP006,560602.0,สะพานบ้านขุนควร,19.15033,100.38987,56.0,ควร,ปง,พะเยา,แม่น้ำยม,Ban Khun Khuan Bridge,Khuan,Pong,Phayao,0.0,W,319.66,319.09,315.92,
80,DNP019,540704.0,สะพานน้ำแม่สิน,17.797853,99.787411,54.0,นาพูน,วังชิ้น,แพร่,แม่น้ำยม,Mae Sin Bridge,Na Phun,Wang Chin,Phrae,0.0,W,119.16,121.16,113.24,
81,DNP022,560403.0,สถานีโทรมาตรฯ สะพานน้ำแม่จั้วะ,19.020065,100.264243,56.0,สระ,เชียงม่วน,พะเยา,แม่น้ำยม,Mae Jour Water Bridge Reservation Study Unit ,Sa,Chiang Muan,Phrae,0.0,W,275.255,276.795,263.61,
82,DNP024,540210.0,สะพานแม่คำมี,18.37017,100.39559,54.0,ไผ่โทน,ร้องกวาง,แพร่,แม่น้ำยม,Kham Me Bridge,Phai Thon,Rong Kwang,Phrae,0.0,W,243.03,244.1,240.6,
83,DNP026,540303.0,สะพานน้ำแม่ต้า,18.15877,99.94369,54.0,ต้าผามอก,ลอง,แพร่,แม่น้ำยม,Mae Ta Bridge,Ta Pha Mok,Long,Phrae,0.0,W,159.13,160.18,151.8,
84,DNP027,540112.0,สะพานแม่แคม,18.13054,100.21721,54.0,สวนเขื่อน,เมืองแพร่,แพร่,แม่น้ำยม,Mae Kham Bridge,Suan Khuean,Mueang Phrae,Phrae,0.0,W,258.97,258.27,86.46164426877469,
85,DNP032,640505.0,สะพานบ้านตึก,17.58679,99.87724,64.0,บ้านตึก,ศรีสัชนาลัย,สุโขทัย,แม่น้ำยม,Ban Tuek Bridge Water Reservation Study Unit,Ban Tuek,Si Satchanalai,Sukhothai,0.0,W,84.89,87.08,80.0,
86,FOP005,550504.0,ลำน้ำขว้าง (ฝายจ้าว),19.1801,100.959,55.0,ศิลาแลง,ปัว,น่าน,แม่น้ำน่าน,,,,,0.0,W,297.352,298.202,292.322,
87,FOP008,550504.0,ลำน้ำกูน,19.1489,100.9464,55.0,ศิลาแลง,ปัว,น่าน,แม่น้ำน่าน,,,,,0.0,W,299.443,298.736,296.909,
88,FOP011,551101.0,สะพานน้ำมวบ (บ้านภูแยง),18.924,100.9266,55.0,ดู่พงษ์,สันติสุข,น่าน,แม่น้ำน่าน,,,,,0.0,W,265.274,266.646,258.874,
89,FOP013,550206.0,บ้านตอง,18.8465,101.0289,55.0,แม่จริม,แม่จริม,น่าน,แม่น้ำน่าน,,,,,0.0,W,360.682,362.172,356.712,
90,FOP014,471101.0,สะพานลำน้ำยาม,17.59521,103.969,47.0,อากาศ,อากาศอำนวย,สกลนคร,แม่น้ำโขง,,,,,,W,151.486,151.486,141.64,151.01
91,GLF001,110503.0,ป้อมพระจุลจอมเกล้า,13.573825,100.57397,11.0,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,แม่น้ำเจ้าพระยา,Chulachomklao Fortress,Laem Fa Pha,Phra Samut Chedi,Samut Prakan,0.0,W,2.849,2.724,86.46164426877469,
92,GLF002,740117.0,ปากแม่น้ำท่าจีน,13.51778,100.27497,74.0,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,แม่น้ำท่าจีน,Thachin River ,Bang Ya Phraek,Mueang Samut Sakhon,Samut Sakhon,0.0,W,,,86.46164426877469,
93,GLF003,760707.0,บางตะบูน,13.265754,99.941627,76.0,บางตะบูนออก,บ้านแหลม,เพชรบุรี,แม่น้ำเพชรบุรี,Bang Tabun,Bang Tabun Ok,Ban Laem,Phetchaburi,0.0,W,3.614,2.997,-5.77,
94,HDA004,141406.0,คลองช่องสะเดา,14.3447648,100.670112,14.0,อุทัย,อุทัย,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chong Sa Dao,Uthai,Uthai,Phra Nakhon Si Ayutthaya,,W,3.33,3.027,0.727,
95,HDA005,140604.0,วัดขนอนใต้,14.2882768,100.611328,14.0,บ้านกรด,บางปะอิน,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Khanon Ti Temple,Ban Krot,Bang Pa-in,Phra Nakhon Si Ayutthaya,,W,2.613,2.537,-1.967,
96,JNA001,900301.0,จะนะ,6.91706,100.72992,90.0,บ้านนา,จะนะ,สงขลา,ภาคใต้ฝั่งตะวันออก,Chana 1,Ban Na,Chana,Songkhla,0.0,W,4.334,4.774,0.514,
97,JNA002,900401.0,นาทวี,6.73793,100.69326,90.0,นาทวี,นาทวี,สงขลา,ภาคใต้ฝั่งตะวันออก,Na Tawi,Na Tawi,Na Thawi,Songkhla,0.0,W,,,86.46164426877469,
98,KON001,420901.0,วังสะพุง,17.31285,101.77195,42.0,วังสะพุง,วังสะพุง,เลย,แม่น้ำโขง,Khong 1,Wang Saphung,Wang Saphung,Loei,0.0,W,245.675,244.313,237.19,
99,KON002,420111.0,เมืองเลย,17.50929,101.73639,42.0,ชัยพฤกษ์,เมืองเลย,เลย,แม่น้ำโขง,Khong 2,Chaiyaphruek,Mueang Loei,Loei,0.0,W,236.879,238.082,229.13,
100,KON003,390501.0,สุวรรณคูหา,17.575794,102.273167,39.0,นาสี,สุวรรณคูหา,หนองบัวลำภู,แม่น้ำโขง,Khong 3,Na Si,Suwannakhuha,Nong Bua Lam Phu,0.0,W,199.928,198.245,195.68,
101,KON004,410107.0,เมืองอุดรธานี,17.48206,102.796743,41.0,หมูม่น,เมืองอุดรธานี,อุดรธานี,แม่น้ำโขง,Khong 4,Mu Mon,Mueang Udon Thani,Udon Thani,0.0,W,171.542,171.037,165.873,
102,KON005,411113.0,บ้านดุง,17.63979,103.098958,41.0,นาคำ,บ้านดุง,อุดรธานี,แม่น้ำโขง,Khong 5,Na Kham,Ban Dung,Udon Thani,0.0,W,162.162,161.306,151.111,
103,KRN001,710105.0,เมืองกาญจนบุรี,14.0606,99.4832,71.0,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,แม่น้ำแม่กลอง,Kanchanaburi 1,Kaeng Sian,Mueang Kanchanaburi,Kanchanaburi,0.0,W,28.893,25.593,20.106,
104,KRN002,710201.0,ไทรโยค,14.11254,99.1462,71.0,ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,แม่น้ำแม่กลอง,Sai Yok,Lum Sum,Sai Yok,Kanchanaburi,0.0,W,48.338,48.704,30.844,
105,KRN003,710108.0,วังด้ง,14.13691,99.38306,71.0,วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,แม่น้ำแม่กลอง,Wang Dong,Wang Dong,Mueang Kanchanaburi,Kanchanaburi,26.393,W,41.089,40.383,86.46164426877469,
106,KRN004,710204.0,ลิ่นถิ่น,14.53566,98.78765,71.0,ไทรโยค,ไทรโยค,กาญจนบุรี,แม่น้ำแม่กลอง,Lin Thin,Sai Yok,Sai Yok,Kanchanaburi,57.751,W,70.524,72.886,86.46164426877469,
107,KWN001,650201.0,นครไทย,17.10704,100.84586,65.0,นครไทย,นครไทย,พิษณุโลก,แม่น้ำน่าน,Nakhon Thai,Nakhon Thai,Nakhon Thai,Phitsanulok,0.0,W,202.138,201.597,196.54,
108,KWN002,650701.0,วัดโบสถ์,16.99876,100.32665,65.0,วัดโบสถ์,วัดโบสถ์,พิษณุโลก,แม่น้ำน่าน,Wat Bot 2,Wat Bot,Wat Bot,Phitsanulok,0.0,W,49.229,49.435,39.581,
109,LBI001,140714.0,บางปะหัน,14.4273344,100.5560256,14.0,โพธิ์สามต้น,บางปะหัน,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Lop Buri 1,Pho Sam Ton,Bang Pahun,Phra Nakhon Si Ayutthaya,0.0,W,1.743,1.743,-4.405,
110,LBI002,160122.0,เมืองลพบุรี,14.76051,100.59966,16.0,โพธิ์เก้าต้น,เมืองลพบุรี,ลพบุรี,แม่น้ำเจ้าพระยา,Lop Buri 2,Pho Kao ton,Mueang Lop Buri,Lop Buri,0.0,W,6.849,6.45,0.129,
111,MDC001,820506.0,ตลาดเก่าตะกั่วป่า,8.82935,98.3692,82.0,โคกเคียน,ตะกั่วป่า,พังงา,ภาคใต้ฝั่งตะวันตก,Takua Pa Market,Khok Khian,Takua Pa,Phang Nga,0.0,W,4.435,3.618,86.46164426877469,
112,MDC002,841005.0,เขาสก,8.88086,98.8529,84.0,พังกาญจน์,พนม,สุราษฎร์ธานี,แม่น้ำตาปี,Khao Sok,Phangkan,Phanom,Surat Thani,0.0,W,,,86.46164426877469,
113,MDC003,930512.0,คลองนางเรียม(ทะเลน้อย),7.78019,100.197,93.0,พนางตุง,ควนขนุน,พัทลุง,ทะเลสาบสงขลา,Khlong Nang Riam,Phanang Tung,Khuan Khanun,Phatthalung,0.0,W,,,86.46164426877469,
114,MDC006,800112.0,คลองท่าดี,8.39958,99.83317,80.0,กำแพงเซา,เมืองนครศรีธรรมราช,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออก,Khlong Ta Dee,Kamphaeng Sao,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat,0.0,W,22.18,22.18,18.0,
115,MKG005,740306.0,บ้านแพ้ว,13.57559,100.07886,74.0,หนองบัว,บ้านแพ้ว,สมุทรสาคร,แม่น้ำแม่กลอง,Ban Paew,Nong Bua,Ban Paew,Samut Sakhon,0.0,W,0.912,1.309,-2.03,
116,MKG006,750101.0,พระรามสอง,13.3836352,99.9836032,75.0,แม่กลอง,เมืองสมุทรสงคราม,สมุทรสงคราม,แม่น้ำแม่กลอง,Phra Ram 2,Mae Khlong,Mueang Samut Songkhram,Samut Songkhram,0.0,W,4.4906,3.158,-13.512,
117,MUN002,303205.0,เฉลิมพระเกียรติ,14.96809,102.23791,30.0,หนองยาง,เฉลิมพระเกียรติ,นครราชสีมา,แม่น้ำมูล,Mun 2,Nong Yang,Chaloem Phra Kiat,Nakhon Ratchasima,0.0,W,168.933,168.099,160.66,
118,MUN003,301703.0,ชุมพวง,15.28664,102.68459,30.0,ท่าลาด,ชุมพวง,นครราชสีมา,แม่น้ำมูล,Mun 3,Tha Lat,Chum Phuang,Nakhon Ratchasima,0.0,W,146.418,147.081,140.53,
119,MUN004,301501.0,พิมาย,15.2015328,102.4896832,30.0,ในเมือง,พิมาย,นครราชสีมา,แม่น้ำมูล,Mun 4,Nai Mueang,Phimai,Nakhon Ratchasima,0.0,W,155.3,155.7,147.18,155.8
120,MUN005,330901.0,ราษีไศล,15.33945,104.15237,33.0,เมืองคง,ราษีไศล,ศรีสะเกษ,แม่น้ำมูล,Mun 5,Mueang Khong,Rasi Salai,Si Sa Ket,0.0,W,121.302,120.793,109.57,
121,MUN006,341510.0,วารินชำราบ,15.2056,104.8139,34.0,คำน้ำแซบ,วารินชำราบ,อุบลราชธานี,แม่น้ำมูล,Mun 6,Kham Nam Saep,Warin Chamrap,Ubon Ratchathani,0.0,W,117.35,115.954,102.73,
122,MUN008,310202.0,คูเมือง,15.43523,103.01248,31.0,ปะเคียบ,คูเมือง,บุรีรัมย์,แม่น้ำมูล,Mun 8,Pa Khiap,Khu Mueang,Buri Ram,0.0,W,108.124,110.812,102.348,
123,MUN009,320122.0,เมืองสุรินทร์,14.87526,103.37908,32.0,ตระแสง,เมืองสุรินทร์,สุรินทร์,แม่น้ำมูล,Mun 9,Trasaeng,Mueang Surin,Surin,0.0,W,136.703,135.283,128.037,
124,MUN010,330101.0,เมืองศรีสะเกษ,15.11806,104.31895,33.0,เมืองเหนือ,เมืองศรีสะเกษ,ศรีสะเกษ,แม่น้ำมูล,Mueang Sisaket,Mueang Nuea,Mueang Sisaket,Si Sa Ket,0.0,W,118.0,122.094,109.11,
125,MUN011,341910.0,พิบูลมังสาหาร,15.24965,105.23927,34.0,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,แม่น้ำมูล,Mun 11,Pho Sri,Phibun Mangsahan,Ubon Ratchathani,0.0,W,114.234,115.535,106.296,
126,MUN012,310713.0,ประโคนชัย,14.63322,103.23026,31.0,ไพศาล,ประโคนชัย,บุรีรัมย์,แม่น้ำมูล,Mun 12,Phaisan,Prakhon Chai,Buri Ram,0.0,W,149.775,150.25,143.25,
127,MUN013,331201.0,ห้วยทับทัน,15.04834,104.02157,33.0,ห้วยทับทัน,ห้วยทับทัน,ศรีสะเกษ,แม่น้ำมูล,Mun 13,Huai Thap Than,Huai Thap Than,Si Sa Ket,0.0,W,128.446,129.574,118.659,
128,MUN014,311102.0,สตึก,15.29988,103.29216,31.0,นิคม,สตึก,บุรีรัมย์,แม่น้ำมูล,Mun 14,Nikhom,Satuek,Buri Ram,0.0,W,110.76,111.114,101.846,
129,MUN015,320310.0,ท่าตูม,15.32965,103.68252,32.0,ทุ่งกุลา,ท่าตูม,สุรินทร์,แม่น้ำมูล,Mun 15,Thug Kula,Ta Tum,Surin,0.0,W,126.055,126.089,115.63,
130,MUN016,350504.0,ป่าติ้ว,15.83999,104.4557,35.0,เชียงเพ็ง,ป่าติ้ว,ยโสธร,แม่น้ำมูล,Pa Tiew,Chiang Pheng,Pa Tiew,Yasothon,0.0,W,102.733,102.973,96.203,
131,MUN017,340405.0,เมืองอุบลราชธานี,15.32762,104.68186,34.0,หัวดอน,เขื่องใน,อุบลราชธานี,แม่น้ำมูล,Mun 17,Hua Don,Khueang Nai,Ubon Ratchathani,0.0,W,116.188,115.147,106.45,
132,NAN001,550609.0,ท่าวังผา,19.09619388,100.8025958,55.0,ท่าวังผา,ท่าวังผา,น่าน,แม่น้ำน่าน,Nan 1,Tha Wang Pha,Tha Wang Pha,Nan,0.0,W,224.384,226.497,217.08,
133,NAN002,551405.0,ภูเพียง,18.85961282,100.8171894,55.0,เมืองจัง,ภูเพียง,น่าน,แม่น้ำน่าน,Nan 2,Mueang Chang,Phu Phiang,Nan,0.0,W,207.863,206.317,196.91,
134,NAN003,551406.0,เมืองน่าน,18.73804112,100.7562613,55.0,ท่าน้าว,ภูเพียง,น่าน,แม่น้ำน่าน,Nan 3,Tha Nao,Phu Phiang,Nan,0.0,W,195.218,198.194,187.61,
135,NAN004,530701.0,พิชัย,17.2944,100.08308,53.0,ในเมือง,พิชัย,อุตรดิตถ์,แม่น้ำน่าน,Nan 4,Nai Mueang,Phichai,Uttaradit,0.0,W,51.196,54.876,42.85,
136,NAN005,650808.0,แม่น้ำเข็ก (ว้งทอง),16.85493,100.66673,65.0,วังนกแอ่น,วังทอง,พิษณุโลก,แม่น้ำน่าน,Nan 5,Wang Nok Arn,Wang Thong,Phitsanulok,0.0,W,136.628,136.624,134.96,
137,NAN006,650503.0,บางกระทุ่ม,16.58053,100.23859,65.0,โคกสลุด,บางกระทุ่ม,พิษณุโลก,แม่น้ำน่าน,Nan 6,Khok Salut,Bang Krathum,Phitsanulok,0.0,W,40.044,40.406,30.36,
138,NAN007,660402.0,ตะพานหิน,16.27033,100.41396,66.0,งิ้วราย,ตะพานหิน,พิจิตร,แม่น้ำน่าน,Nan 7,Ngio Rai,Taphan Hin,Phichit,0.0,W,34.343,34.696,22.39,
139,NAN008,600304.0,ชุมแสง,15.86919,100.26479,60.0,เกยไชย,ชุมแสง,นครสวรรค์,แม่น้ำน่าน,Nan 8,Koei Chai,Chum Saeng,Nakhon Sawan,0.0,W,28.3,28.3,16.208,
140,NAN009,550706.0,เวียงสา,18.55018,100.76156,55.0,ส้าน,เวียงสา,น่าน,แม่น้ำน่าน,Wieng Sa,San,Wiang Sa,Nan,0.0,W,183.73,185.07,178.25,
141,NAN010,530402.0,น้ำปาด,17.790896,100.7490112,53.0,บ้านฝาย,น้ำปาด,อุตรดิตถ์,แม่น้ำน่าน,Nan 10,Ban Fai,Nam Pat,Uttaradit,0.0,W,162.292,158.351,152.744,
142,NAN011,530104.0,เมืองอุตรดิตถ์,17.61027,100.09961,53.0,ป่าเซ่า,เมืองอุตรดิตถ์,อุตรดิตถ์,แม่น้ำน่าน,Nan 11,Pa Chao,Mueang Uttaradit,Uttaradit,0.0,W,57.462,60.592,49.28,
143,NAN012,650110.0,เมืองพิษณุโลก,16.86488,100.24485,65.0,ปากโทก,เมืองพิษณุโลก,พิษณุโลก,แม่น้ำน่าน,Nan 12,Pak Thok,Mueang Phitsanulok,Phitsanulok,0.0,W,45.044,45.36,33.617,
144,NAN013,650801.0,วังทอง,16.82247,100.43184,65.0,วังทอง,วังทอง,พิษณุโลก,แม่น้ำน่าน,Nan 13,Wang Thong,Wang Thong,Phitsanulok,0.0,W,49.923,49.272,39.952,
145,NAN014,530203.0,ตรอน,17.418305,100.13089,53.0,หาดสองแคว,ตรอน,อุตรดิตถ์,แม่น้ำน่าน,NAN 14,Had Song Kwae,Tron,Uttaradit,0.0,W,53.976,52.156,44.976,
146,NKO001,800901.0,ทุ่งสง,8.17496,99.67879,80.0,ปากแพรก,ทุ่งสง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันตก,Nakhon Si Thammarat 1,Pak Phraek,Thung Song,Nakhon Si Thammarat,0.0,W,53.993,54.54,49.18,
