code,geocode,name,lat,lng,prov_id,tambon_name,amphoe_name,province_name,basin,name_e,tambon_name_e,amphoe_name_e,province_name_e,wl_offset,station_type,left_bank,right_bank,ground_level,rid_critical_level
STU004,910303,ควนกาหลง,6.92839,99.93607,91,อุใดเจริญ,ควนกาหลง,สตูล,ภาคใต้ฝั่งตะวันตก,Khuan Kalong,Udai Charoen,Khuan Kalong,Satun,16.132,W,28.887,26.037,19.632,
SVI001,860701,สวี 1,10.23119005,99.09837312,86,นาโพธิ์,สวี,ชุมพร,ภาคใต้ฝั่งตะวันออก,Sawi 1,Na Pho,Sawi,Chumphon,0,W,3.598,2.702,-3.542,
SVI002,860709,สวี 2,10.20323,99.04354,86,นาสัก,สวี,ชุมพร,ภาคใต้ฝั่งตะวันออก,Sawi 2,Na Sak,Sawi,Chumphon,0,W,9.661,9.692,-1.96,
TB0001,550117,บ้านกาใส,18.8657,100.676,55,สะเนียน,เมืองน่าน,น่าน,แม่น้ำน่าน,Ban Ka Sai,Sanian,Mueang Nan,Nan,0,W,,,,
TB0002,550117,สะพานสองแคว,18.8641,100.641,55,สะเนียน,เมืองน่าน,น่าน,แม่น้ำน่าน,Song Kwae Bridge,Sanian,Mueang Nan,Nan,0,W,,,,
TB0003,342403,สะพานข้ามลำเซบก,15.5038,104.966,34,ท่าเมือง,ดอนมดแดง,อุบลราชธานี,แม่น้ำมูล,Lum Se Bok Bridge,Tha Mueang,Don Mot Daeng,Ubon Ratchathani,0,W,,,,
TB0004,190401,คลองแม่น้ำใน,14.3001,100.942,19,หนองหมู,วิหารแดง,สระบุรี,แม่น้ำเจ้าพระยา,Maenam Nai,Nong Mu,Wihan Daeng,Saraburi,0,W,,,,
TB0005,190406,อบต.เจริญธรรม,14.3782,101.001,19,เจริญธรรม,วิหารแดง,สระบุรี,แม่น้ำเจ้าพระยา,Charoentham,Charoentham,Wihan Daeng,Saraburi,0,W,,,,
TB0006,501208,เทศบาลตำบลทุ่งสะโตก,18.57384,98.86221,50,ทุ่งสะโตก,สันป่าตอง,เชียงใหม่,แม่น้ำปิง,Thung Satok,Thung Satok,San Pa Tong,Chiang Mai,0,W,,,,
TBW008,501411,ฝ่ายส่งน้ำและบำรุงรักษาที่ 2,18.8835,99.0817,50,เมืองเล็น,สันทราย,เชียงใหม่,แม่น้ำปิง,Water Transmission and Maintenance 2,Mueang Len,San Sai ,Chiang Mai,319.784,W,322.227,322.39,318.75,
TBW009,520113,อ่างเก็บน้ำแม่เกี๋ยง,18.4327,99.4982,52,บ้านเอื้อม,เมืองลำปาง,ลำปาง,แม่น้ำวัง,Huai Mae Kiang,Ban Ueam,Mueang Lampang,Lampang,320.662,W,,,,
TBW014,600306,สะพานข้ามคลองเกรียงไกร,15.8431,100.2114,60,บางเคียน,ชุมแสง,นครสวรรค์,แม่น้ำน่าน,Khlong Kriang Krai Bridge,Bang Khian,Chum Saeng,Nakhon Sawan,12.258,W,23.301,25.111,17.318,
TBW018,310720,อ่างเก็บน้ำคูขาด,14.5599,102.9515,31,ประทัดบุ,ประโคนชัย,บุรีรัมย์,แม่น้ำมูล,Khu Khad ,Prathat Bu,Prakhon Chai,Buri Ram,187.021,W,,,,
TBW020,860207,สะพานข้ามคลองคดศอก,10.7556,99.1795,86,หงษ์เจริญ,ท่าแซะ,ชุมพร,ภาคใต้ฝั่งตะวันออก,Khot Sok,Hong Charoen,Tha sae,Chumphon,10.044,W,21.328,21.585,16.08,
TBW021,860205,สะพานมิตรภาพรับร่อ-หินแก้ว,10.6074,99.0953,86,รับร่อ,ท่าแซะ,ชุมพร,ภาคใต้ฝั่งตะวันออก,Rap Ro - Hin Kaeo Bridge,Rap Ro,Tha Sae,Chumphon,0,W,15.671,16.701,6.483,
TBW022,570102,สะพานแม่ฟ้าหลวง,19.92219,99.81782,57,รอบเวียง,เมืองเชียงราย,เชียงราย,แม่น้ำกก,Kok 1,Rop Wiang,Mueang Chiang Rai,Chiang Rai,0,W,394.613,392.258,388.479,
TBW023,570602,คลองแม่พุง,19.5665,99.9842,57,ป่าแงะ,ป่าแดด,เชียงราย,แม่น้ำโขง,Ing 3,Pa Ngae,Pa Daet,Chiang Rai,0,W,384.427,385.843,379.367,
TBW024,570308,สะพานอิงอุดม,20.1963,100.4417,57,ศรีดอนชัย,เชียงของ,เชียงราย,แม่น้ำโขง,Ing 1,Si Don Chai,Chiang Khong,Chiang Rai,0,W,349.28,349.69,335.379,
TBW025,460403,คลองปาว,16.2592,103.6904,46,เหล่าอ้อย,ร่องคำ,กาฬสินธุ์,แม่น้ำชี,Chi 1-1,Lao Aoi,Rong Kham,Kalasin ,0,W,134.124,133.249,125.276,
TBW026,461402,ห้วยยัง,16.6035,103.9623,46,ไค้นุ่น,ห้วยผึ้ง,กาฬสินธุ์,แม่น้ำชี,Chi 11-1,Khai Nun,Huai Phueng,Kalasin ,0,W,162.184,162.953,155.151,
TBW027,470408,ลำน้ำอูน,17.3228,103.979,47,สว่าง,พรรณานิคม,สกลนคร,แม่น้ำโขง,Songkhram 2,Sawang,Phanna Nikhom,Sakon Nakhon,0,W,154.846,157.343,148.233,
TBW028,471101,บ้านโพธิ์ชัยทอง,17.5997,103.9809,47,อากาศ,อากาศอำนวย,สกลนคร,แม่น้ำโขง,Songkhram 3,Akat,Akat Amnuai,Sakon Nakhon,0,W,151.09,149.486,142.917,
TBW029,450701,ลำน้ำยัง,16.3206,104.0224,45,แวง,โพนทอง,ร้อยเอ็ด,แม่น้ำชี,Chi 10-1,Waeng,Phon Thong,Roi Et,0,W,142.177,144.318,,
TBW030,471401,ลำน้ำพุง,16.9966,104.1735,47,เต่างอย,เต่างอย,สกลนคร,แม่น้ำโขง,Num Pung,Tao Ngoi,Tao Ngoi,Sakon Nakhon,0,W,175.894,175.646,167.025,
TBW031,350505,ห้วยลำโพง,15.8062,104.328,35,ศรีฐาน,ป่าติ้ว,ยโสธร,แม่น้ำมูล,Yasothon 2,Si Than,Pa Tio,Yasothon,0,W,127.841,129.678,120.786,
TBW032,480708,ลำน้ำก่ำ,17.0306,104.4147,48,หนองบ่อ,นาแก,นครพนม,แม่น้ำโขง,Num Kum 1,Maet Na Thom,Khok Si Suphan,Sakon Nakhon,0,W,152.375,154.547,142.336,
TBW033,350803,ลำเซบาย,16.1954,104.5255,35,สวาท,เลิงนกทา,ยโสธร,แม่น้ำมูล,Yasothon 1,Sawat,Loeng Nok Tha,Yasothon,0,W,146.637,144.663,140.269,
THA001,180106,สะพานคง-ศุข ศรีสวัสดิ์,15.22503,100.07826,18,หาดท่าเสา,เมืองชัยนาท,ชัยนาท,แม่น้ำเจ้าพระยา,Tha Chin 1,Tha Hat Sao,Mueang Chai Nat,Chai Nat,0,W,19.545,19.808,7.578,
THA002,180502,สรรคบุรี (แม่น้ำน้อย),15.06407,100.16292,18,เที่ยงแท้,สรรคบุรี,ชัยนาท,แม่น้ำเจ้าพระยา,Tha Chin 2,Thiang Thae,Sankhaburi,Chai Nat,0,W,15.412,14.828,7.228,
THA003,720302,ด่านช้าง,14.83503,99.66538,72,ด่านช้าง,ด่านช้าง,สุพรรณบุรี,แม่น้ำท่าจีน,Tha Chin 3,Dan Chang,Dan Chang,Suphan Buri,0,W,65.386,65.306,61.461,
THA004,720803,สามชุก,14.751473,100.095834,72,สามชุก,สามชุก,สุพรรณบุรี,แม่น้ำท่าจีน,Tha Chin 4,Sam Chuk,Sam Chuk,Suphan Buri,0,W,9.602,7.184,1.947,
THA005,720101,เมืองสุพรรณบุรี,14.47049,100.11475,72,ท่าพี่เลี้ยง,เมืองสุพรรณบุรี,สุพรรณบุรี,แม่น้ำท่าจีน,Tha Chin 5,Tha Phi Liang,Mueang Suphan Buri,Suphan Buri,0,W,4.509,5.02,-1.395,
THA006,720703,บางตาเถร,14.157492,100.127761,72,บางตาเถร,สองพี่น้อง,สุพรรณบุรี,แม่น้ำท่าจีน,Tha Chin 6,Bang Ta Then,Song Phi Nong,Suphan Buri,0,W,2.3,2.3,-2.948,3
THA007,730501,บางเลน,14.016356,100.179869,73,บางเลน,บางเลน,นครปฐม,แม่น้ำท่าจีน,Tha Chin 7,Bang Len,Bang Len,Nakhon Pathom,0,W,2.4,2.4,-2.016,
THA008,730603,สามพราน,13.79216,100.19796,73,หอมเกร็ด,สามพราน,นครปฐม,แม่น้ำท่าจีน,Tha Chin 8,Hom Kret,Sam Phran,Nakhon Pathom,0,W,2.968,1.951,-7.672,
THA009,740108,เมืองสมุทรสาคร,13.58595,100.23054,74,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,แม่น้ำท่าจีน,Tha Chin 9,Tha Chin,Mueang Samut Sakhon,Samut Sakhon,0,W,1.894,1.8,-7.901,
THA010,720701,สองพี่น้อง,14.21593,100.05016,72,สองพี่น้อง,สองพี่น้อง,สุพรรณบุรี,แม่น้ำท่าจีน,Song Phi Nong,Song Phi Nong,Song Phi Nong,Suphan Buri,0,W,2.637,2.514,-1.51,
THA011,730502,บางปลา,13.9705,100.158,73,บางปลา,บางเลน,นครปฐม,แม่น้ำท่าจีน,Tha Chin 11,Bang Pla,Bang Len,Nakhon Phanom,0,W,3.701,4.135,-2.028,
TKP001,820505,ตะกั่วป่า,8.776257,98.390052,82,ตำตัว,ตะกั่วป่า,พังงา,ภาคใต้ฝั่งตะวันตก,Takua Pa 1,Tam Tua,Takua Pa,Phang Nga,0,W,8.778,7.783,5.52,
TKP002,820103,เมืองพังงา,8.47702,98.52825,82,ถ้ำน้ำผุด,เมืองพังงา,พังงา,ภาคใต้ฝั่งตะวันตก,Takua Pa 2,Tham Nam Phut,Mueang Phang Nga,Phang Nga,0,W,12.778,11.723,2.01,
TNG001,920704,สะพานหนำเหนือ,7.7294,99.55138,92,ท่าสะบ้า,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 1,Tha Sa Ba,Wang Wiset,Trang,0,W,11.778,11.633,-3.28,
TNG002,920109,เมืองตรัง,7.55573,99.578451,92,บางรัก,เมืองตรัง,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 2,Bang Rak,Mueang Trang,Trang,0,W,4.054,4.054,-3.014,
TNG003,920108,คลองนางน้อย,7.56816,99.65108,92,นาโยงใต้,เมืองตรัง,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 3,Na Yong Tai,Mueang Trang,Trang ,4.123,W,16.821,16.964,14.423,
TNG004,920412,ปะเหลียน,7.37193,99.6773,92,ท่าพญา,ปะเหลียน,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 4,Tha Phaya,Palian,Trang,-6.566,W,5.407,4.699,-0.766,
TNG005,920701,วังวิเศษ,7.66889,99.45928,92,เขาวิเศษ,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 5,Khao Wiset,Wang Wiset,Trang,1.492,W,11.857,11.604,8.592,
TNG006,920901,รัษฎา,7.96412,99.59776,92,ควนเมา,รัษฎา,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 6,"Khuan Mao,",Ratsada,Trang,14,W,25.605,24.445,17.1,
TON001,270302,ตาพระยา,14.0512,102.88532,27,ทัพเสด็จ,ตาพระยา,สระแก้ว,โตนเลสาป,Ta Phraya,Thap Sadet,Ta Phraya,Sa Kaeo,0,W,59.0445,58.9445,,
TON002,220404,โป่งน้ำร้อน,13.03652,102.38159,22,หนองตาคง,โป่งน้ำร้อน,จันทบุรี,โตนเลสาป,Pong Nam Ron,Nong Ta Khong,Pong Nam Ron,Chantaburi,0,W,109.859,107.255,,
TPI001,841701,พุนพิน 1,9.13127,99.25883,84,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 1,Tha Kham,Phunphin,Surat Thani,0,W,3.828,3.523,-5.122,
TPI002,841714,พุนพิน 2,9.08679,99.17065,84,หนองไทร,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 2,Nong Sai,Phunphin,Surat Thani,0,W,4.756,4.335,-5.237,
TPI003,841702,พุนพิน 3,8.98699,99.21124,84,ท่าสะท้อน,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 3,Tha Sathon,Phunphin,Surat Thani,0,W,2.858,3.174,-3.425,
TPI004,840801,ท่าขนอม,9.029204507,98.96962682,84,ท่าขนอน,คีรีรัฐนิคม,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 4,Tha Khanon,Khiri Rat Nikhom,Surat Thani,0,W,11.242,11.969,-0.952,
TPI005,841504,เวียงสระ,8.57094,99.25391,84,ทุ่งหลวง,เวียงสระ,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 5,Thung Luang,Wiang Sa,Surat Thani,0,W,9.294,11.311,2.943,
TPI006,841604,พระแสง,8.53743,99.18084,84,ไทรขึง,พระแสง,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 6,Sai Khueng,Phrasaeng,Surat Thani,-1.252,W,11.217,12.312,4.848,
TPI007,841902,วิภาวดี,9.20622,98.95229,84,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 7,Takuk Nuea,Vibhavadi,Surat Thani,0,W,34.73,33.46,20.858,
TRD001,230108,เมืองตราด,12.3252,102.50049,23,ห้วยแร้ง,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,Trat 1,Haui Rang,Mueang Trat,Trat,0,W,3.802,3.634,-14.627,
TRD002,230108,ห้วยแร้ง,12.36934,102.54339,23,ห้วยแร้ง,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,Trat 2,Huai Raeng,Mueang Trat,Trat,0,W,3.558,11.076,,
TRD003,230107,วังกระแจะ,12.26253,102.52694,23,วังกระแจะ,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,Trat 3,Wang Krachae,Mueang Trat,Trat,0,W,1.23,1.49,,
TRD004,230101,บางพระ,12.23814,102.50971,23,บางพระ,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,Trat 4,Bang Phra,Mueang Trat,Trat,0,W,1.244,2.454,,
VLGE12,650507,นครป่าหมาก,16.6233,100.37,65,นครป่าหมาก,บางกระทุ่ม,พิษณุโลก,แม่น้ำน่าน,Nakhon Pa Mak Communuty,Nakhon Pa Mak,Bang Kathum,Phitsanulok,0,W,,,,
VLGE13,650407,ชุมแสงสงคราม,16.8586,100.06,65,ชุมแสงสงคราม,บางระกำ,พิษณุโลก,แม่น้ำยม,Chum Saeng Songkhram Communuty,Chum Saeng Songkhram,Bang Rakam,Phitsanulok,0,W,,,,
VLGE16,841703,ชุมชนลีเล็ด,9.191722,99.253826,84,ลีเล็ด,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,Lilet Communuty,Lilet,Phunphin,Surat Thani,0,W,,,,
VLGE20,730703,ศาลาดิน,13.80783,100.27413,73,มหาสวัสดิ์,พุทธมณฑล,นครปฐม,แม่น้ำท่าจีน,Saladin Communuty,Maha Sawat,Phutthamonthon,Nakhon Pathom,0,W,,,,
VLGE26,210313,ชุมชนประแส,12.72578,101.694888,21,ปากน้ำกระแส,แกลง,ระยอง,ชายฝั่งทะเลตะวันออก,Prasae Communuty,Pak Nam Krasae,Klaeng,Rayong,0,W,,,,
VLGE29,940303,ชุมชนบ้านท่าด่าน,6.83216,101.207,94,ดอนรัก,หนองจิก,ปัตตานี,ภาคใต้ฝั่งตะวันออก,Ban Tha Dan Communuty,Don Rak,Nong Chik,Pattani,0,W,,,,
VLGE40,841006,บ้านทับคริสต์,8.72682,98.81715,84,คลองชะอุ่น,พนม,สุราษฎร์ธานี,แม่น้ำตาปี,Ban Thap Christ 2 Communuty,Khlong Cha-un,Phanom,Surat Thani,0,W,,,,
VLGE41,950114,ชุมชนบ้านควน 1,6.576905,101.16948,95,พร่อน,เมืองยะลา,ยะลา,แม่น้ำปัตตานี,Ban Khuan 1 Communuty,Phron,Mueang Yala,Yala,0,W,,,,
VLGE42,950114,ชุมชนบ้านควน 2,6.576333,101.19905,95,พร่อน,เมืองยะลา,ยะลา,แม่น้ำปัตตานี,Ban Khuan 2 Communuty,Phron,Mueang Yala,Yala,0,W,,,,
WAN001,630302,สามเงา,17.26062,99.07796,63,วังหมัน,สามเงา,ตาก,แม่น้ำวัง,Wang 1,Wang Man,Sam Ngao,Tak,0,W,142.879,141.858,131.5,
WAN002,520901,แม่พริก,17.4454,99.12909,52,แม่พริก,แม่พริก,ลำปาง,แม่น้ำวัง,Wang 2,Mae Phrik,Mae Phrik,Lampang,0,W,155.809,155.417,145.55,
WAN003,520807,เถิน,17.75169,99.23061,52,แม่ถอด,เถิน,ลำปาง,แม่น้ำวัง,Wang 3,Mae Thod,Thoen,Lampang,0,W,180.119,178.689,171.42,
WAN004,520304,เกาะคา,18.159187,99.384202,52,วังพร้าว,เกาะคา,ลำปาง,แม่น้ำวัง,Wang 4,Wang Phrao,Ko Kha,Lampang,0,W,214.888,217.723,207.37,
WAN005,520117,เมืองลำปาง,18.34291,99.5371,52,ต้นธงชัย,เมืองลำปาง,ลำปาง,แม่น้ำวัง,Wang 5,Ton Thongchai,Mueang Lampang,Lampang,0,W,235.75,238.342,230.77,
WAN006,520101,วัง6(W1C),18.299717,99.511231,52,เวียงเหนือ,เมืองลำปาง,ลำปาง,แม่น้ำวัง,Wang 6,Wian Nuea,Mueang Lampang,Lampang,0,W,,,,
WEI011,361503,เหนือฝายยางกะฮาด,15.6391552,102.0393152,36,กะฮาด,เนินสง่า,ชัยภูมิ,แม่น้ำชี,Upper Yang  Kahad Weir,Kahad,Noen Sa-nga,Chaiyaphum,0,W,,,,
WEI012,361503,ท้ายฝายยางกะฮาด,15.63953,102.04035,36,กะฮาด,เนินสง่า,ชัยภูมิ,แม่น้ำชี,Yang Kahad Weir,Kahad,Noen Sa-nga,Chaiyaphum,0,W,,,,
WEI021,302302,เหนือฝายยางแก้งสนามนาง,15.7909,102.30473,30,โนนสำราญ,แก้งสนามนาง,นครราชสีมา,แม่น้ำชี,Upper Yang Kaeng Sanam Nang Weir,Non Samran,Kaeng Sanam Nang,Nakhon Ratchasima,0,W,,,,
WEI022,302302,ท้ายฝายยางแก้งสนามนาง,15.7909,102.30473,30,โนนสำราญ,แก้งสนามนาง,นครราชสีมา,แม่น้ำชี,Yang Kaeng Sanam Nang Weir,Non Samran,Kaeng Sanam Nang,Nakhon Ratchasima,0,W,,,,
WEI031,401807,เหนือฝายชนบท,16.07473,102.49362,40,โนนพะยอม,ชนบท,ขอนแก่น,แม่น้ำชี,Upper Chonnabot Weir,Non Phayom,Chonnabot,Khon Kaen,0,W,,,,
WEI032,401807,ท้ายฝายชนบท,16.07473,102.49362,40,โนนพะยอม,ชนบท,ขอนแก่น,แม่น้ำชี,Chonnabot Weir,Non Phayom,Chonnabot,Khon Kaen,0,W,,,,
WEI041,400701,เหนือฝายหนองหวาย,16.72653,102.80362,40,น้ำพอง,น้ำพอง,ขอนแก่น,แม่น้ำชี,Upper Nong Wai Weir,Nam Phong,Nam Phong,Khon Kaen,0,W,,,,
WEI051,440308,เหนือฝายมหาสารคาม,16.36915,102.94787,44,หนองบัว,โกสุมพิสัย,มหาสารคาม,แม่น้ำชี,Upper Maha Sarakham Weir,Nong Bua,Kosum Phisai,Maha Sarakham,0,W,,,,
WEI052,440308,ท้านฝายมหาสารคาม,16.36915,102.94787,44,หนองบัว,โกสุมพิสัย,มหาสารคาม,แม่น้ำชี,Maha Sarakham Weir,Nong Bua,Kosum Phisai,Maha Sarakham,0,W,,,,
WEI061,461805,เหนือฝายวังยาง,16.2,103.47325,46,ลำชี,ฆ้องชัย,กาฬสินธุ์,แม่น้ำชี,Upper Wang Yang Weir,Lamchi,Khong Chai,Kalasin,0,W,,,,
WEI062,461805,ท้ายฝายวังยาง,16.2,103.47325,46,ลำชี,ฆ้องชัย,กาฬสินธุ์,แม่น้ำชี,Wang Yang Weir,Lamchi,King Amphoe,Kalasin,0,W,,,,
WEI071,451803,เหนือฝายร้อยเอ็ด,16.1725,103.78944,45,พระธาตุ,เชียงขวัญ,ร้อยเอ็ด,แม่น้ำชี,Upper Roi Et Weir,Phra That,Chiang Khwan,Roi Et,0,W,,,,
WEI072,451803,ท้ายฝายร้อยเอ็ด,16.1725,103.78944,45,พระธาตุ,เชียงขวัญ,ร้อยเอ็ด,แม่น้ำชี,Roi Et Weir,Phra That,Chiang Khwan,Roi Et,0,W,,,,
WEI081,450602,เหนือฝายยโสธร,15.7325616,104.1318016,45,แสนสุข,พนมไพร,ร้อยเอ็ด,แม่น้ำชี,Upper Yasotorn Weir,Saen Suk,Phanom Phrai,Roi Et,0,W,,,,
WEI091,340417,เหนือฝายธาตุน้อย,15.31205,104.45617,34,สหธาตุ,เขื่องใน,อุบลราชธานี,แม่น้ำชี,Upper Tat Noi Weir,Saha Tat,Khueang Nai,Ubon Ratchathani,0,W,,,,
WEI092,340417,ท้ายฝายธาตุน้อย,15.31205,104.45617,34,สหธาตุ,เขื่องใน,อุบลราชธานี,แม่น้ำชี,Tat Noi Weir,Saha Tat,Khueang Nai,Ubon Ratchathani,0,W,,,,
WEI101,330306,เหนือฝายหัวนา,15.13304,104.70403,33,หนองแก้ว,กันทรารมย์,ศรีสะเกษ,แม่น้ำมูล,Upper Hua Na Weir,Nong Kaeo,Kanthararom,Si Sa Ket,0,W,,,,
WEI102,330306,ท้ายฝายหัวนา,15.1343568,104.702784,33,หนองแก้ว,กันทรารมย์,ศรีสะเกษ,แม่น้ำมูล,Hua Na Weir,Nong Kaeo,Kanthararom,Si Sa Ket,0,W,,,,
WEI111,330910,เหนือฝายราษีไศล,15.3433,104.0982,33,บัวหุ่ง,ราษีไศล,ศรีสะเกษ,แม่น้ำมูล,Upper Rasi Salai Weir,Bua Hung,Rasi Salai,Si Sa Ket,0,W,,,,
WEI112,330910,ท้ายฝายราษีไศล,15.3433,104.0982,33,บัวหุ่ง,ราษีไศล,ศรีสะเกษ,แม่น้ำมูล,Rasi Salai Weir,Bua Hung,Rasi Salai,Si Sa Ket,0,W,,,,
WEI121,320209,เหนือฝายยางบ้านตะลุง,15.29309,103.54178,32,หนองเรือ,ชุมพลบุรี,สุรินทร์,แม่น้ำมูล,Upper Ban Ta Lung Weir,Nong Ruea,Chumphonburi,Surin,0,W,,,,
WEI122,320209,ท้ายฝายยางบ้านตะลุง,15.29309,103.54178,32,หนองเรือ,ชุมพลบุรี,สุรินทร์,แม่น้ำมูล,Ban Ta Lung Weir,Nong Ruea,Chumphonburi,Surin,0,W,,,,
WEI131,310202,เหนือฝายยางบ้านเขว้า,15.4119,103.10326,31,ปะเคียบ,คูเมือง,บุรีรัมย์,แม่น้ำมูล,Upper Ban Kawao Weir,Pa Khiap,Khu Mueang,Buri Ram,0,W,,,,
WEI132,310202,ท้ายฝายยางบ้านเขว้า,15.4119,103.10326,31,ปะเคียบ,คูเมือง,บุรีรัมย์,แม่น้ำมูล,Ban Kawao Weir,Pa Khiap,Khu Mueang,Buri Ram,0,W,,,,
WEI141,301701,เหนือฝายชุมพวง,15.38688,102.71897,30,ชุมพวง,ชุมพวง,นครราชสีมา,แม่น้ำมูล,Upper Chum Phuang Weir,Chum Phuang,Chum Phuang,Nakhon Ratchasima,0,W,,,,
WEI142,301701,ท้ายฝายชุมพวง,15.38688,102.71897,30,ชุมพวง,ชุมพวง,นครราชสีมา,แม่น้ำมูล,Chum Phuang Weir,Chum Phuang,Chum Phuang,Nakhon Ratchasima,0,W,,,,
WEI151,301501,เหนือฝายพิมาย,15.22879,102.50182,30,ในเมือง,พิมาย,นครราชสีมา,แม่น้ำมูล,Upper Phimai Weir,Nai Mueang,Phimai,Nakhon Ratchasima,0,W,,,,
YOM001,560601,ปง,19.1483,100.2776,56,ปง,ปง,พะเยา,แม่น้ำยม,Yom 1,Pong,Pong,Phayao,0,W,293.426,293.084,287.24,
YOM002,560403,เชียงม่วน,18.94623,100.25925,56,สระ,เชียงม่วน,พะเยา,แม่น้ำยม,Yom 2,Sa,Chiang Muan,Phayao,0,W,267.472,267.109,256.76,
YOM003,540803,หนองม่วงไข่,18.26593472,100.1769669,54,น้ำรัด,หนองม่วงไข่,แพร่,แม่น้ำยม,Yom 3,Nam Rad,Nong Muang Khai,Phrae,0,W,158.977,157,151.7,
YOM004,540501,เด่นชัย,18.02096127,100.0588285,54,เด่นชัย,เด่นชัย,แพร่,แม่น้ำยม,Yom 4,Den Chai,Den Chai,Phrae,0,W,147.259,147.708,135.95,
YOM005,640501,ศรีสัชนาลัย,17.51729607,99.75863154,64,หาดเสี้ยว,ศรีสัชนาลัย,สุโขทัย,แม่น้ำยม,Yom 5,Hat Siao,Si Satchanalai,Sukhothai,0,W,72.281,72.496,57,
YOM006,640710,สวรรคโลก,17.20100959,99.86329341,64,ท่าทอง,สวรรคโลก,สุโขทัย,แม่น้ำยม,Yom 6,Tha Thong,Sawankhalok,Sukhothai,0,W,57.646,57.924,46.35,
YOM007,640401,กงไกรลาศ,16.92746736,99.9594586,64,กง,กงไกรลาศ,สุโขทัย,แม่น้ำยม,Yom 7,Kong,Kong Krailat,Sukhothai,0,W,45.05,44.966,34.09,
YOM008,650401,บางระกำ,16.7081376,100.1717824,65,บางระกำ,บางระกำ,พิษณุโลก,แม่น้ำยม,Yom 8,Bang Rakam,Bang Rakam,Phitsanulok,0,W,40.437,40.81,29.6,
YOM009,660301,โพธิ์ประทับช้าง,16.31081,100.27177,66,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,พิจิตร,แม่น้ำยม,Yom 9,Pho Prathap Chang,Pho Prathap Chang,Phichit,0,W,33.627,32.5,26,33
YOM010,540110,เมืองแพร่,18.13395,100.12508,54,ป่าแมต,เมืองแพร่,แพร่,แม่น้ำยม,Yom 10,Pa Maet,Mueang Phrae,Phrae,0,W,149.518,151.215,143.435,
YOM011,520502,งาว,18.76083,99.97244,52,หลวงใต้,งาว,ลำปาง,แม่น้ำยม,Yom 11,Luang Tai,Ngao,Lampang,0,W,270.07,270.61,268.19,
YOM012,640101,เมืองสุโขทัย,17.02139,99.81981,64,ธานี,เมืองสุโขทัย,สุโขทัย,แม่น้ำยม,Yom 12,Thani,Mueang Sukhothai,Sukhothai,0,W,51.49,51.49,38.817,
